CATALOG_KEY,PRO_NOMBRE
864,EXTIRPACIÓN RADICAL DE LESIÓN CUTÁNEA
864X,EXTIRPACIÓN RADICAL DE LESIÓN CUTÁNEA
865,SUTURA U OTRO CIERRE DE PIEL Y TEJIDO SUBCUTÁNEO
8651,REIMPLANTACIÓN DE CUERO CABELLUDO
8659,CIERRE DE PIEL Y TEJIDO SUBCUTÁNEO DE OTROS SITIOS
866,INJERTO CUTÁNEO LIBRE
8660,INJERTO CUTÁNEO LIBRE NO ESPECIFICADO DE OTRA MANERA
8661,INJERTO CUTÁNEO DE ESPESOR TOTAL A MANO
8662,OTRO INJERTO CUTÁNEO A MANO
8663,INJERTO CUTÁNEO DE GROSOR TOTAL A OTROS SITIOS
8664,TRASPLANTE DE PELO
8665,HETEROINJERTO DE PIEL
8666,HOMOINJERTO DE PIEL
8667,INJERTO REGENERATIVO DE PIEL
8669,OTRO INJERTO CUTÁNEO A OTROS SITIOS
867,INJERTOS DE PEDÍCULOS O COLGAJOS
8670,"INJERTO DE PEDÍCULO O COLGAJO, NO ESPECIFICADO DE OTRA MANERA"
8671,CORTE Y PREPARACIÓN DE INJERTOS DE PEDÍCULOS O COLGAJOS
8672,AVANCE DE PEDÍCULO O COLGAJO
8673,FIJACIÓN DE INJERTO DE PEDÍCULO O COLGAJO A MANO
8674,FIJACIÓN DE INJERTO DE PEDÍCULO O COLGAJO A OTROS SITIOS
8675,REVISIÓN DE INJERTO O COLGAJO
868,OTRA REPARACIÓN Y RECONSTRUCCIÓN DE PIEL DE TEJIDO SUBCUTÁNEO
8681,REPARACIÓN DE DEBILIDAD FACIAL
8682,RITIDECTOMÍA FACIAL
8683,OPERACIÓN PLÁSTICA DE REDUCCIÓN DE TAMAÑO
8684,RELAJACIÓN DE CICATRIZ O DE CONTRACTURA RETICULADA DE PIEL
8685,CORRECCIÓN DE SINDACTILIA
8686,ONICOPLASTIA
8689,OTRA REPARACIÓN Y RECONSTRUCCIÓN DE PIEL Y TEJIDO SUBCUTÁNEO
869,OTRAS OPERACIONES SOBRE PIEL Y TEJIDO SUBCUTÁNEO
8691,EXCISIÓN DE PIEL PARA INJERTO
8692,ELECTROLISIS Y OTRA DEPILACIÓN DE PIEL
8693,INSERCIÓN DE EXPANSOR DE TEJIDOS
8694,INSERCIÓN O SUSTITUCIÓN DE NEUROESTIMULADOR GENERADOR DE PULSOS DE UN SOLO ELECTRODO NO ESPECIFICADO COMO RECARGABLE
8695,INSERCIÓN O SUSTITUCIÓN DE NEUROESTIMULADOR GENERADOR DE PULSOS DE DISPOSICIÓN DUAL
8696,INSERCIÓN O SUSTITUCIÓN DE OTRO NEUROESTIMULADOR GENERADOR DE PULSOS
8697,INSERCIÓN O SUSTITUCIÓN DE OTRO NEUROESTIMULADOR GENERADOR DE PULSOS RECARGABLE DE ELECTRODO ÚNICO
8698,INSERSIÓN O SUSTITUCIÓN DE NEUROESTIMULADOR GENERADOS DR PULSOS RECARGABLE DE DOBLE ELECTRODO
8699,OTRAS OPERACIONES SOBRE PIEL Y TEJIDO CELULAR SUBCUTÁNEO
0,PROCEDIMIENTOS DIAGNÓSTICOS Y TERAPÉUTICOS MISCELÁNEOS (87 - 99)
87,RADIOLOGÍA DIAGNÓSTICA
870,"RADIOGRAFÍA DE TEJIDO BLANDO DE CARA, CABEZA Y CUELLO"
8701,NEUMOENCEFALOGRAMA
8702,OTRAS RADIOGRAFIAS DE CONTRASTE DE CEREBRO Y CRÁNEO
8703,TOMOGRAFÍA AXIAL COMPUTARIZADA DE CABEZA
8704,OTRA TOMOGRAFIA DE CABEZA
8705,DACRIOCISTOGRAFÍA CON CONTRASTE
8706,RADIOGRAFÍA CON CONTRASTE DE LA NASOFARINGE
8707,LARINGOGRAFÍA CON CONTRASTE
8708,LINFANGIOGRAFÍA CERVICAL
8709,"OTRA RADIOGRAFÍA DE TEJIDO BLANDO DE CARA, CABEZA Y CUELLO"
871,"OTRA RADIOGRAFÍA DE CARA, CABEZA Y CUELLO"
8711,RADIOGRAFÍA DENTAL DE BOCA ENTERA
8712,OTRA RADIOGRAFÍA DENTAL
8713,ARTROGRAFIA TEMPOROMANDIBULAR CON CONTRASTE
8714,RADIOGRAFÍA CON CONTRASTE DE LA ÓRBITA
8715,RADIOGRAFÍA CON CONTRASTE DE LOS SENOS PARANASALES
8716,OTRAS RADIOGRAFÍAS DE LOS HUESOS FACIALES
8717,OTRAS RADIOGRAFÍAS DE CRÁNEO
872,RADIOGRAFÍAS DE COLUMNA VERTEBRAL
8721,MIELOGRAFÍA CON CONTRASTE
8722,OTRAS RADIOGRAFÍAS DE COLUMNA CERVICAL
8723,OTRAS RADIOGRAFÍAS DE COLUMNA TORÁCICA
8724,OTRAS RADIOGRAFÍAS DE COLUMNA LUMBOSACRA
8729,OTRAS RADIOGRAFÍAS DE COLUMNA VERTEBRAL
873,RADIOGRAFÍAS DE TEJIDOS BLANDOS DEL TÓRAX
8731,BRONCOGRAFÍA ENDOTRAQUEAL
8732,OTRA BONCOGRAFÍA DE CONTRASTE
8733,NEUMOGRAFÍA MEDIASTÍNICA
8734,LINFANGIOGRAFÍA TORÁCICA
8735,RADIOGRAFÍA DE CONTRASTE DE CONDUCTOS MAMARIOS (GALACTOGRAFÍA)
8736,XEROGRAFÍA DE MAMA
8737,OTRAS MAMOGRAFÍAS
8738,SINOGRAFÍA DE PARED TORÁCICA
8739,OTRAS RADIOGRAFÍAS DE TEJIDOS BLANDOS DE PARED TORÁCICA
874,OTRAS RADIOGRAFÍAS DE TÓRAX
8741,TOMOGRAFÍA AXIAL COMPUTARIZADA DEL TÓRAX
8742,OTRAS TOMOGRAFÍAS DE TÓRAX
8743,"RADIOGRAFÍA DE LAS COSTILLAS, ESTERNÓN Y CLAVÍCULA"
8744,"RADIOGRAFÍA TORÁCICA RUTINARIA, DESCRITA COMO TAL"
8749,OTRAS RADIOGRAFÍAS TORÁCICAS
875,RADIOGRAFÍA DE LAS VÍAS BILIARES
8751,COLANGIOGRAFÍA HEPÁTICA PERCUTÁNEA
8752,COLANGIOGRAFÍA INTRAVENOSA
8753,COLANGIOGRAFÍA INTRAOPERATORIA
8754,OTRAS COLANGIOGRAFÍAS
8759,OTRAS RADIOGRAFÍAS DE VÍAS BILIARES
876,OTRAS RADIOGRAFÍAS DEL APARATO DIGESTIVO
8761,DEGLUCIÓN DE LA PAPILLA
8762,SERIE GASTROINTESTINAL SUPERIOR
8763,SERIE DE INTESTINO DELGADO
8764,SERIE GASTRINTESTINAL INFERIOR
8765,OTRAS RADIOGRAFÍAS DEL INTESTINO
8766,PANCREATOGRAFÍA CON CONTRASTE
8769,OTRAS RADIOGRAFÍAS DEL TUBO DIGESTIVO
877,RADIOGRAFÍA DEL APARATO URINARIO
8771,TOMOGRAFÍA AXIAL COMPUTARIZADA DE RIÑÓN
8772,OTRA NEFROTOMOGRAFÍA
8773,PIELOGRAFÍA INTRAVENOSA
8774,PIELOGRAFÍA RETRÓGRADA
8775,PIELOGRAFÍA PERCUTÁNEA
8776,CISTOURETROGRAFÍA RETRÓGRADA
8777,OTRA CISTOGRAFÍA
8778,CONDUCTOGRAFÍA ILEAL
8779,OTRA RADIOGRAFÍA DEL APARATO URINARIO
878,RADIOGRAFÍA DE ÓRGANOS GENITALES FEMENINOS
8781,RADIOGRAFÍA DE ÚTERO GRÁVIDO
8782,HISTEROSALPINGOGRAFÍA CON CONTRASTE POR GAS
8783,HISTEROSALPINGOGRAFÍA CON CONTRASTE RADIOPACO
8784,HISTEROGRAFÍA PERCUTÁNEA
8785,OTRA RADIOGRAFÍA DE TROMPAS DE FALOPIO Y ÚTERO
8789,OTRAS RADIOGRAFÍAS DE ÓRGANOS GENITALES FEMENINOS
879,RADIOGRAFÍA DE ÓRGANOS GENITALES MASCULINOS
8791,RADIOGRAFÍA CON CONTRASTE DE VESÍCULAS SEMINALES (VESICULOGRAFÍA)
8792,OTRAS RADIOGRAFÍAS DE LA PRÓSTATA Y LAS VESÍCULAS SEMINALES
8793,EPIDIDIMOGRAMA DE CONTRASTE
8794,DEFERENTOGRAFÍA CON CONTRASTE
8795,OTRAS RADIOGRAFÍAS DEL EPIDÍDIMO Y LOS CONDUCTOS DEFERENTES
8799,OTRAS RADIOGRAFÍAS DE LOS ÓRGANOS GENITALES MASCULINOS
88,OTRAS RADIOGRAFÍAS DIAGNÓSTICAS Y TÉCNICAS CONEXAS
880,RADIOGRAFÍA DE TEJIDOS BLANDOS DEL ABDOMEN
8801,TOMOGRAFÍA AXIAL COMPUTARIZADA DEL ABDÓMEN
8802,OTRAS TOMOGRAFÍAS DE ABDOMEN
8803,SINOGRAFÍA DE PARED ABDOMINAL
8804,LINFANGIOGRAFÍA ABDOMINAL
8809,OTRAS RADIOGRAFÍAS DE LOS TEJIDOS BLANDOS DE LA PARED ABDOMINAL
881,OTRAS RADIOGRAFÍAS DE ABDOMEN
8811,RADIOGRAFÍA PÉLVICA CON CONTRASTE OPACO
8812,RADIOGRAFÍA PÉLVICA CON CONTRASTE POR GAS
8813,OTRA NEUMOGRAFÍA PERITONEAL
8814,FISTULOGRAFÍA RETROPERITONEAL
8815,NEUMOGRAFÍA RETROPERITONEAL
8816,OTRA RADIOGRAFÍA RETROPERITONEAL
8819,OTRAS RADIOGRAFÍAS DE ABDOMEN
882,RADIOGRAFÍA ÓSEA DE LAS EXTREMIDADES Y LA PELVIS
8821,RADIOGRAFÍA ÓSEA DEL HOMBRO Y EL BRAZO SUPERIOR
8822,RADIOGRAFÍA ÓSEA DEL CODO Y EL ANTEBRAZO
8823,RADIOGRAFÍA ÓSEA DE LA MUÑECA Y LA MANO
8824,"RADIOGRAFÍA ÓSEA DEL MIEMBRO SUPERIOR, NO ESPECIFICADA DE OTRA MANERA"
8825,PELVIMETRÍA
8826,OTRA RADIOGRAFÍA ÓSEA DE LA PELVIS Y CADERAS
8827,"RADIOGRAFÍA ÓSEA DEL MUSLO, LA RODILLA Y LA PIERNA INFERIOR"
8828,RADIOGRAFÍA ÓSEA DEL TOBILLO Y EL PIE
8829,"RADIOGRAFÍA ÓSEA DEL MIEMBRO INFERIOR, NO ESPECIFICADA DE OTRA MANERA"
883,OTRAS RADIOGRAFÍAS
8831,SERIE ÓSEA
8832,ARTROGRAFÍA CON CONTRASTE
8833,OTRAS RADIOGRAFÍAS DEL ESQUELETO
8834,LINFANGIOGRAFÍA DE MIEMBRO SUPERIOR
8835,OTRAS RADIOGRAFÍAS DE LOS TEJIDOS BLANDOS DE MIEMBRO SUPERIOR
8836,LINFANGIOGRAFÍA DE MIEMBRO INFERIOR
8837,OTRAS RADIOGRAFÍAS DE LOS TEJIDOS BLANDOS DE MIEMBRO INFERIOR
8838,OTRA TOMOGRAFÍA AXIAL COMPUTARIZADA
8839,"OTRAS RADIOGRAFÍAS, NO ESPECIFICADAS"
884,ARTERIOGRAFÍA UTILIZANDO MEDIOS DE CONTRASTE
8840,"ARTERIOGRAFÍA CON CONTRASTE, ÁREA NO ESPECIFICADA"
8841,ARTERIOGRAFÍA DE LAS ARTERIAS CEREBRALES
8842,AORTOGRAFÍA
8843,ARTERIOGRAFÍA DE LAS ARTERIAS PULMONARES
8844,ARTERIOGRAFÍA DE OTROS VASOS INTRATORÁCICOS
8845,ARTERIOGRAFÍA DE ARTERIAS RENALES
8846,ARTERIOGRAFÍA DE LA PLACENTA
8847,ARTERIOGRAFÍA DE OTRAS ARTERIAS INTRA-ABDOMINALES
8848,ARTERIOGRAFÍA DE ARTERIAS FEMORALES Y OTRAS ARTERIAS DE LAS EXTREMIDADES INFERIORES
8849,ARTERIOGRAFÍA DE OTRAS ÁREAS ESPECIFICADAS
885,ANGIOCARDIOGRAFÍA UTILIZANDO MEDIOS DE CONTRASTE
8850,"ANGIOCARDIOGRAFÍA, NO ESPECIFICADA DE OTRA MANERA"
8851,ANGIOCARDIOGRAFÍA DE LAS VENAS CAVAS
8852,ANGIOCARDIOGRAFÍA DE ESTRUCTURAS CARDIACAS DERECHAS
8853,ANGIOCARDIOGRAFÍA DE ESTRUCTURAS CARDIACAS IZQUIERDAS
8854,ANGIOCARDIOGRAFÍA COMBINADA DE LAS CAVIDADES DERECHAS E IZQUIERADAS
8855,ARTERIOGRAFÍA CORONARIA CON EMPLEO DE UN SOLO CATÉTER
8856,ARTERIOGRAFÍA CORONARIA CON EMPLEO DE DOS CATÉTERES
8857,OTRAS ARTEROGRAFÍA CORONARIA Y ARTERIOGRAFÍA CORONARIA NO ESPECIFICADA
8858,RADIOGRAFÍA CARDIACA DE CONTRASTE NEGATIVO
8859,ANGIOGRAFÍA VASCULAR FLUORESCENTE INTRA-OPERATORIA
886,FLEBOGRAFÍA
8860,"FLEBOGRAFÍA CON CONTRASTE, ÁREA NO ESPECIFICADA"
8861,FLEBOGRAFÍA DE LAS VENAS DE LA CABEZA Y EL CUELLO UTILIZANDO CONTRASTE
8862,FLEBOGRAFÍA DE LAS VENAS PULMONARES UTILIZANDO UN MEDIO DE CONTRASTE
8863,FLEBOGRAFÍA DE OTRAS VENAS INTRATORÁCICAS UTILIZANDO UN MEDIO DE CONTRASTE
8864,FLEBOGRAFÍA DEL SISTEMA VENOSO PORTAL UTILIZANDO UN MEDIO DE CONTRASTE
8865,FLEBOGRAFÍA DE OTRAS VENAS INTRABDOMINALES UTILIZANDO UN MEDIO DE CONTRASTE
8866,FLEBOGRAFÍA DE VENAS FEMORALES Y OTRAS VENAS DE LOS MIEMBROS INFERIORES UTILIZANDO UN MEDIO DE CONTRASTE
8867,FLEBOGRAFÍA DE OTRAS ÁREAS ESPECIFICADAS UTILIZANDO UN MEDIO DE CONTRASTE
8868,FLEBOGRAFÍA DE IMPEDANCIA
887,ECOGRAFÍA DIAGNÓSTICA
8871,ULTRASONOGRAFÍA DIAGNÓSTICA DE LA CABEZA Y EL CUELLO
8872,ULTRASONOGRAFÍA DIAGNÓSTICA DEL CORAZÓN
8873,ULTRASONOGRAFÍA DIAGNÓSTICA DE OTRAS ÁREAS DEL TORÁX
8874,ULTRASONOGRAFÍA DIAGNÓSTICA DEL APARATO DIGESTIVO
8875,ULTRASONOGRAFÍA DIAGNÓSTICA DEL APARATO URINARIO
8876,ULTRASONOGRAFIA DIAGNÓSTICA DEL ABDOMEN Y EL RETROPERITONEO
8877,ULTRASONOGRAFÍA DIAGNÓSTICA DEL SISTEMA VASCULAR PERIFÉRICO
8878,ULTRASONOGRAFÍA DIAGNÓSTICA DEL ÚTERO GRÁVIDO
8879,OTRAS ULTRASONOGRAFÍAS DIAGNÓSTICAS
888,TERMOGRAFÍA
8881,TERMOGRAFÍA CEREBRAL
8882,TERMOGRAFÍA OCULAR
8883,TERMOGRAFÍA ÓSEA
8884,TERMOGRAFÍA DEL MÚSCULO
8885,TERMOGRAFÍA DE LA MAMA
8886,TERMOGRAFÍA DE LOS VASOS SANGUÍNEOS
8889,TERMOGRAFÍA DE OTRAS ÁREAS
889,OTRAS TÉCNICAS DE DIAGNÓSTICO POR IMAGEN
8890,"TÉCNICAS DE DIAGNÓSTICO POR LAS IMÁGENES, NO CLASIFICADAS EN OTRO APARTADO"
8891,IMAGEN POR RESONANCIA MAGNÉTICA DEL CEREBRO Y EL TRONCO DEL ENCÉFALO
8892,IMAGEN POR RESONANCIA MAGNÉTICA DEL TORÁX Y EL MIOCARDIO
8893,IMAGEN POR RESONANCIA MAGNÉTICA DEL RAQUIS
8894,IMAGEN POR RESONANCIA MAGNÉTICA DEL SISTEMA MUSCULOESQUELÉTICO
8895,"IMAGEN POR RESONANCIA MAGNÉTICA DE LA PELVIS, LA PRÓSTATA, Y LA VEJIGA"
8896,OTRA RESONANCIA MAGNÉTICA INTRAOPERATORIA
8897,IMÁGENES POR RESONANCIA DE OTRAS ÁREAS Y DE ÁREAS NO ESPECIFICADAS
8898,ESTUDIOS DE LA DENSIDAD MINERAL DEL HUESO
89,"ENTREVISTA, CONSULTA Y EVALUACIÓN DIAGNÓSTICA"
890,"ENTREVISTA, CONSULTA Y EVALUACIÓN DIAGNÓSTICAS"
8901,"ENTREVISTA Y EVALUACIÓN, DESCRITAS COMO BREVES"
8902,"ENTREVISTA Y EVALUACIÓN, DESCRITAS COMO LIMITADAS"
8903,"ENTREVISTA Y EVALUACIÓN, DESCRITAS COMO GLOBALES"
8904,OTRA ENTREVISTA Y EVALUACIÓN
8905,"ENTREVISTA Y EVALUACIÓN DIAGNÓSTICAS, NO ESPECIFICADAS DE OTRA MANERA"
8906,CONSULTA DESCRITA COMO LIMITADA
8907,CONSULTA DESCRITA COMO GLOBAL
8908,OTRA CONSULTA
8909,CONSULTA NO ESPECIFICADA DE OTRA MANERA
891,MEDICIONES ANATÓMICAS Y FISIOLÓGICAS Y EXÁMENES MANUALES - SISTEMA NERVIOSO Y ÓRGANOS DE SENTIDO
8910,PRUEBA DEL AMOBARBITAL INTRACARÓTIDO
8911,TONOMETRÍA
8912,ESTUDIO DE FUNCIÓN NASAL
8913,EXAMEN NEUROLÓGICO
8914,ELECTROENCEFALOGRAMA
8915,OTRAS PRUEBAS DE FUNCIONAMIENTO NEUROLÓGICO NO QUIRÚRGICAS
8916,TRANSILUMINACIÓN CRANEAL DE RECIÉN NACIDO
8917,POLISOMNOGRAMA
8918,OTRAS PRUEBAS FUNCIONALES DEL TRASTORNO DEL SUEÑO
8919,MONITORIZACIÓN ELECTROENCEFALOGRÁFICA POR VIDEO Y RADIO
892,MEDICIONES ANATÓMICAS Y FISIOLÓGICAS Y EXÁMENES MANUALES - APARATO GENITOURINARIO
8921,MANOMETRÍA URINARIA
8922,CISTOMETROGRAMA
8923,ELECTROMIOGRAMA DE ESFÍNTER URETRAL
8924,UROFLUJOMETRÍA [UMF]
8925,PERFIL DE PRESIÓN URETRAL [PPU]
8926,EXAMEN GINECOLÓGICO
8929,OTRAS MEDICIONES DEL APARATO GENITOURINARIO NO OPERATORIAS
893,OTRAS MEDICIONES ANATÓMICAS Y FISIOLÓGICAS Y OTROS EXÁMENES MANUALES
8931,EXAMEN DENTAL
8932,MANOMETRÍA ESOFÁGICA
8933,EXAMEN DIGITAL DE ESTOMA DE ENTEROSTOMÍA
8934,EXAMEN DIGITAL DE RECTO
8935,TRANSILUMINACIÓN DE SENOS NASALES
8936,EXAMEN MANUAL DE MAMA
8937,DETERMINACIÓN DE CAPACIDAD VITAL
8938,OTRAS MEDICIONES RESPIRATORIAS NO QUIRÚRGICAS
8939,OTRAS MEDICIONES Y EXÁMENES NO QUIRÚRGICOS
894,PRUEBAS DE STRESS CARDIACO Y REVISIONES DE MARCAPASOS Y DE DESFRIBILADOR
8941,PRUEBA DE ESFUERZO CARDIOVASCULAR CON EMPLEO DE CINTA RODANTE
8942,PRUEBA DE ESFUERZO EN DOS FASES DE MASTERS
8943,PRUEBA DE ESFUERZO CARDIOVASCULAR CON EMPLEO DE ERGÓMETRO DE BICICLETA
8944,OTRA PRUEBA DE ESFUERZO CARDIOVASCULAR
8945,COMPROBACIÓN DEL RITMO DE MARCAPASOS ARTIFICIAL
8946,COMPROBACIÓN DE FORMA DE ONDA DE ARTEFACTO DE MARCAPASOS ARTIFICIAL
8947,COMPROBACIÓN DE IMPEDANCIA DE ELECTRODO DE MARCAPASOS ARTIFICIAL
8948,COMPROBACIÓN DE UMBRAL DE TENSIÓN O AMPERAJE DE MARCAPASOS ARTIFICIAL
8949,REVISIÓN DE CARDIOVERSOR/DESFIBRILADOR AUTOMÁTICO IMPLANTABLE (AICD)
895,OTROS PROCEDIMIENTOS DIAGNÓSTICOS CARDIACOS Y VASCULARES NO QUIRÚRGICOS
8950,MONITORIZACIÓN CARDÍACA AMBULATORIA
8951,ELECTROCARDIOGRAMA DE RITMO
8952,ELECTROCARDIOGRAMA
8953,VECTOCARDIOGRAMA (CON ECG)
8954,MONITORIZACIÓN ELECTROGRÁFICA
8955,FONOCARDIOGRAMA CON DERIVACIÓN DE ECG
8956,CAROTIDOGRAMA CON DERIVACIÓN DE ECG
8957,APEXCARDIOGRAMA (CON ELECTRODO ECG)
8958,PLETISMOGRAMA
8959,OTRAS MEDICIONES CARDIACAS Y VASCULARES NO OPERATORIAS
896,MONITORIZACIÓN CIRCULATORIA
8960,GASOMETRÍA INTRA ARTERIAL CONTINUA
8961,MONITORIZACIÓN DE PRESIÓN ARTERIAL SISTÉMICA
8962,MONITORIZACIÓN DE PRESIÓN VENOSA CENTRAL
8963,MONITORIZACIÓN DE PRESIÓN DE ARTERIAL PULMONAR
8964,MONITORIZACIÓN PRESIÓN DE ENCLAVAMIENTO DE ARTERIA PULMONAR
8965,MEDICIÓN DE GASES EN LA SANGRE ARTERIAL SISTÉMICA
8966,MEDICIÓN DE GASES EN SANGRE VENOSA MIXTA
8967,MONITORIZACIÓN DE GASTO CARDIACO POR TÉCNICAS DE CONSUMO DE OXÍGENO
8968,MONITORIZACIÓN DE GASTO CARDIACO POR OTRA TÉCNICA
8969,MONITORIZACIÓN DE FLUJO SANGUÍNEO CORONARIO
897,RECONOCIMIENTO MÉDICO GENERAL
897X,RECONOCIMIENTO MÉDICO GENERAL
898,AUTOPSIA
898X,AUTOPSIA
90,EXAMEN MICROSCÓPICO - I
900,EXAMEN MICROSCÓPICO DE MUESTRA DE SISTEMA NERVIOSO Y DE LÍQUIDO CEFALORRAQUÍDEO.
9001,EXAMEN MICROSCÓPICO DE MUESTRA DE SISTEMA NERVIOSO Y DE LÍQUIDO CEFALORRAQUÍDEO. FROTIS BACTERIANO
9002,EXAMEN MICROSCÓPICO DE MUESTRA DE SISTEMA NERVIOSO Y DE LÍQUIDO CEFALORRAQUÍDEO. CULTIVO
9003,EXAMEN MICROSCÓPICO DE MUESTRA DE SISTEMA NERVIOSO Y DE LÍQUIDO CEFALORRAQUÍDEO. CULTIVO Y SENSIBILIDAD
9004,EXAMEN MICROSCÓPICO DE MUESTRA DE SISTEMA NERVIOSO Y DE LÍQUIDO CEFALORRAQUÍDEO. PARASITOLOGÍA
9005,EXAMEN MICROSCÓPICO DE MUESTRA DE SISTEMA NERVIOSO Y DE LÍQUIDO CEFALORRAQUÍDEO. TOXICOLOGÍA
9006,EXAMEN MICROSCÓPICO DE MUESTRA DE SISTEMA NERVIOSO Y DE LÍQUIDO CEFALORRAQUÍDEO. BLOQUE CELULAR Y FROTIS PAPANICOLAU
9009,EXAMEN MICROSCÓPICO DE MUESTRA DE SISTEMA NERVIOSO Y DE LÍQUIDO CEFALORRAQUÍDEO. OTRO EXAMEN MICROSCÓPICO
901,"EXAMEN MICROSCÓPICO DE MUESTRA DE GLÁNDULA ENDOCRINA, NO CLASIFICADA BAJO OTRO CONCEPTO."
9011,"EXAMEN MICROSCÓPICO DE MUESTRA DE GLÁNDULA ENDOCRINA, NO CLASIFICADA BAJO OTRO CONCEPTO. FROTIS BACTERIANO"
9012,"EXAMEN MICROSCÓPICO DE MUESTRA DE GLÁNDULA ENDOCRINA, NO CLASIFICADA BAJO OTRO CONCEPTO. CULTIVO"
9013,"EXAMEN MICROSCÓPICO DE MUESTRA DE GLÁNDULA ENDOCRINA, NO CLASIFICADA BAJO OTRO CONCEPTO. CULTIVO Y SENSIBILIDAD"
9014,"EXAMEN MICROSCÓPICO DE MUESTRA DE GLÁNDULA ENDOCRINA, NO CLASIFICADA BAJO OTRO CONCEPTO. PARASITOLOGÍA"
9015,"EXAMEN MICROSCÓPICO DE MUESTRA DE GLÁNDULA ENDOCRINA, NO CLASIFICADA BAJO OTRO CONCEPTO. TOXICOLOGÍA"
9016,"EXAMEN MICROSCÓPICO DE MUESTRA DE GLÁNDULA ENDOCRINA, NO CLASIFICADA BAJO OTRO CONCEPTO. BLOQUE CELULAR Y FROTIS DE PAPANICOLAU"
9019,"EXAMEN MICROSCÓPICO DE MUESTRA DE GLÁNDULA ENDOCRINA, NO CLASIFICADA BAJO OTRO CONCEPTO. OTRO EXAMEN MICROSCÓPICO"
902,EXAMEN MICROSCÓPICO DE MUESTRA DE OJO.
9021,EXAMEN MICROSCÓPICO DE MUESTRA DE OJO. FROTIS BACTERIANO
9022,EXAMEN MICROSCÓPICO DE MUESTRA DE OJO. CULTIVO
9023,EXAMEN MICROSCÓPICO DE MUESTRA DE OJO. CULTIVO Y SENSIBILIDAD
9024,EXAMEN MICROSCÓPICO DE MUESTRA DE OJO. PARASITOLOGÍA
9025,EXAMEN MICROSCÓPICO DE MUESTRA DE OJO. TOXICOLOGÍA
9026,EXAMEN MICROSCÓPICO DE MUESTRA DE OJO. BLOQUE CELULAR Y FROTIS DE PAPANICOLAU
9029,EXAMEN MICROSCÓPICO DE MUESTRA DE OJO. OTRO EXAMEN MICROSCÓPICO
903,"EXAMEN MICROSCÓPICO DE MUESTRA DE OIDO, NARIZ, GARGANTA Y LARINGE."
9031,"EXAMEN MICROSCÓPICO DE MUESTRA DE OIDO, NARIZ, GARGANTA Y LARINGE. FROTIS BACTERIANO"
9032,"EXAMEN MICROSCÓPICO DE MUESTRA DE OIDO, NARIZ, GARGANTA Y LARINGE. CULTIVO"
9033,"EXAMEN MICROSCÓPICO DE MUESTRA DE OIDO, NARIZ, GARGANTA Y LARINGE. CULTIVO Y SENSIBILIDAD"
9034,"EXAMEN MICROSCÓPICO DE MUESTRA DE OIDO, NARIZ, GARGANTA Y LARINGE. PARASITOLOGÍA"
9035,"EXAMEN MICROSCÓPICO DE MUESTRA DE OIDO, NARIZ, GARGANTA Y LARINGE. TOXICOLOGÍA"
9036,"EXAMEN MICROSCÓPICO DE MUESTRA DE OIDO, NARIZ, GARGANTA Y LARINGE. BLOQUE CELULAR Y FROTIS DE PAPANICOLAU"
9039,"EXAMEN MICROSCÓPICO DE MUESTRA DE OIDO, NARIZ, GARGANTA Y LARINGE. OTRO EXAMEN MICROSCÓPICO"
904,"EXAMEN MICROSCÓPICO DE MUESTRA DE TRÁQUEA, BRONQUIO, PLEURA, PULMÓN Y DE OTRA MUESTRA TORÁCICA Y DE OTRA MUESTRA TORÁSICA Y DE ESPUTOS"
9041,"EXAMEN MICROSCÓPICO DE MUESTRA DE TRÁQUEA, BRONQUIO, PLEURA, PULMÓN Y DE OTRA MUESTRA TORÁCICA Y DE OTRA MUESTRA TORÁSICA Y DE ESPUTOS. FROTIS BACTERIANO"
9042,"EXAMEN MICROSCÓPICO DE MUESTRA DE TRÁQUEA, BRONQUIO, PLEURA, PULMÓN Y DE OTRA MUESTRA TORÁCICA Y DE OTRA MUESTRA TORÁSICA Y DE ESPUTOS. CULTIVO"
9043,TORÁSICA Y DE ESPUTOS
9044,"EXAMEN MICROSCÓPICO DE MUESTRA DE TRÁQUEA, BRONQUIO, PLEURA, PULMÓN Y DE OTRA MUESTRA TORÁCICA Y DE OTRA MUESTRA TORÁSICA Y DE ESPUTOS. PARASITOLOGÍA"
9045,"EXAMEN MICROSCÓPICO DE MUESTRA DE TRÁQUEA, BRONQUIO, PLEURA, PULMÓN Y DE OTRA MUESTRA TORÁCICA Y DE OTRA MUESTRA TORÁSICA Y DE ESPUTOS. TOXICOLOGÍA"
9046,"EXAMEN MICROSCÓPICO DE MUESTRA DE TRÁQUEA, BRONQUIO, PLEURA, PULMÓN Y DE OTRA MUESTRA TORÁCICA Y DE OTRA MUESTRA TORÁSICA Y DE ESPUTOS. BLOQUE CELULAR Y FROTIS DE PAPANICOLAU"
9049,"EXAMEN MICROSCÓPICO DE MUESTRA DE TRÁQUEA, BRONQUIO, PLEURA, PULMÓN Y DE OTRA MUESTRA TORÁCICA DE Y DE OTRA MUESTRA TORÁSICA Y DE ESPUTOS. OTRO EXAMEN MICROSCÓPICO"
905,EXAMEN MICROSCÓPICO DE SANGRE.
9051,EXAMEN MICROSCÓPICO DE SANGRE. FROTIS BACTERIANO
9052,EXAMEN MICROSCÓPICO DE SANGRE. CULTIVO
