CATALOG_KEY,NOMBRE,ES_SUIVE_EST_EPI
X417,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A DROGAS ANTIEPILÉPTICAS, SEDANTES, HIPNÓTICAS, ANTIPARKINSONIANAS Y PSICOTRÓPICAS, NO CLASIFICADAS EN OTRA PARTE, GRANJA",NO
X418,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A DROGAS ANTIEPILÉPTICAS, SEDANTES, HIPNÓTICAS, ANTIPARKINSONIANAS Y PSICOTRÓPICAS, NO CLASIFICADAS EN OTRA PARTE, OTRO LUGAR ESPECIFICADO",NO
X419,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A DROGAS ANTIEPILÉPTICAS, SEDANTES, HIPNÓTICAS, ANTIPARKINSONIANAS Y PSICOTRÓPICAS, NO CLASIFICADAS EN OTRA PARTE, LUGAR NO ESPECIFICADO",NO
X42,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A NARCÓTICOS Y PSICODISLÉPTICOS [ALUCINÓGENOS], NO CLASIFICADOS EN OTRA PARTE",NO
X420,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A NARCÓTICOS Y PSICODISLÉPTICOS [ALUCINÓGENOS], NO CLASIFICADOS EN OTRA PARTE, VIVIENDA",NO
X421,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A NARCÓTICOS Y PSICODISLÉPTICOS [ALUCINÓGENOS], NO CLASIFICADOS EN OTRA PARTE, INSTITUCIÓN RESIDENCIAL",NO
X422,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A NARCÓTICOS Y PSICODISLÉPTICOS [ALUCINÓGENOS], NO CLASIFICADOS EN OTRA PARTE, ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS",NO
X423,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A NARCÓTICOS Y PSICODISLÉPTICOS [ALUCINÓGENOS], NO CLASIFICADOS EN OTRA PARTE, ÁREAS DE DEPORTE Y ATLETISMO",NO
X424,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A NARCÓTICOS Y PSICODISLÉPTICOS [ALUCINÓGENOS], NO CLASIFICADOS EN OTRA PARTE, CALLES Y CARRETERAS",NO
X425,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A NARCÓTICOS Y PSICODISLÉPTICOS [ALUCINÓGENOS], NO CLASIFICADOS EN OTRA PARTE, COMERCIO Y ÁREA DE SERVICIOS",NO
X426,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A NARCÓTICOS Y PSICODISLÉPTICOS [ALUCINÓGENOS], NO CLASIFICADOS EN OTRA PARTE, ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN",NO
X427,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A NARCÓTICOS Y PSICODISLÉPTICOS [ALUCINÓGENOS], NO CLASIFICADOS EN OTRA PARTE, GRANJA",NO
X428,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A NARCÓTICOS Y PSICODISLÉPTICOS [ALUCINÓGENOS], NO CLASIFICADOS EN OTRA PARTE, OTRO LUGAR ESPECIFICADO",NO
X429,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A NARCÓTICOS Y PSICODISLÉPTICOS [ALUCINÓGENOS], NO CLASIFICADOS EN OTRA PARTE, LUGAR NO ESPECIFICADO",NO
X43,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A OTRAS DROGAS QUE ACTÚAN SOBRE EL SISTEMA NERVIOSO AUTÓNOMO",NO
X430,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A OTRAS DROGAS QUE ACTÚAN SOBRE EL SISTEMA NERVIOSO AUTÓNOMO, VIVIENDA",NO
X431,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A OTRAS DROGAS QUE ACTÚAN SOBRE EL SISTEMA NERVIOSO AUTÓNOMO, INSTITUCIÓN RESIDENCIAL",NO
X432,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A OTRAS DROGAS QUE ACTÚAN SOBRE EL SISTEMA NERVIOSO AUTÓNOMO, ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS",NO
X433,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A OTRAS DROGAS QUE ACTÚAN SOBRE EL SISTEMA NERVIOSO AUTÓNOMO, ÁREAS DE DEPORTE Y ATLETISMO",NO
X434,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A OTRAS DROGAS QUE ACTÚAN SOBRE EL SISTEMA NERVIOSO AUTÓNOMO, CALLES Y CARRETERAS",NO
X435,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A OTRAS DROGAS QUE ACTÚAN SOBRE EL SISTEMA NERVIOSO AUTÓNOMO, COMERCIO Y ÁREA DE SERVICIOS",NO
X436,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A OTRAS DROGAS QUE ACTÚAN SOBRE EL SISTEMA NERVIOSO AUTÓNOMO, ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN",NO
X437,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A OTRAS DROGAS QUE ACTÚAN SOBRE EL SISTEMA NERVIOSO AUTÓNOMO, GRANJA",NO
X438,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A OTRAS DROGAS QUE ACTÚAN SOBRE EL SISTEMA NERVIOSO AUTÓNOMO, OTRO LUGAR ESPECIFICADO",NO
X439,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A OTRAS DROGAS QUE ACTÚAN SOBRE EL SISTEMA NERVIOSO AUTÓNOMO, LUGAR NO ESPECIFICADO",NO
X44,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A OTRAS DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLÓGICAS, Y LOS NO ESPECIFICADOS",NO
X440,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A OTRAS DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLÓGICAS, Y LOS NO ESPECIFICADOS, VIVIENDA",NO
X441,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A OTRAS DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLÓGICAS, Y LOS NO ESPECIFICADOS, INSTITUCIÓN RESIDENCIAL",NO
X442,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A OTRAS DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLÓGICAS, Y LOS NO ESPECIFICADOS, ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS",NO
X443,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A OTRAS DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLÓGICAS, Y LOS NO ESPECIFICADOS, ÁREAS DE DEPORTE Y ATLETISMO",NO
X444,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A OTRAS DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLÓGICAS, Y LOS NO ESPECIFICADOS, CALLES Y CARRETERAS",NO
X445,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A OTRAS DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLÓGICAS, Y LOS NO ESPECIFICADOS, COMERCIO Y ÁREA DE SERVICIOS",NO
X446,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A OTRAS DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLÓGICAS, Y LOS NO ESPECIFICADOS, ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN",NO
X447,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A OTRAS DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLÓGICAS, Y LOS NO ESPECIFICADOS, GRANJA",NO
X448,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A OTRAS DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLÓGICAS, Y LOS NO ESPECIFICADOS, OTRO LUGAR ESPECIFICADO",NO
X449,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A OTRAS DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLÓGICAS, Y LOS NO ESPECIFICADOS, LUGAR NO ESPECIFICADO",NO
X45,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN AL ALCOHOL",NO
X450,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN AL ALCOHOL, VIVIENDA",NO
X451,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN AL ALCOHOL, INSTITUCIÓN RESIDENCIAL",NO
X452,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN AL ALCOHOL, ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS",NO
X453,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN AL ALCOHOL, ÁREAS DE DEPORTE Y ATLETISMO",NO
X454,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN AL ALCOHOL, CALLES Y CARRETERAS",NO
X455,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN AL ALCOHOL, COMERCIO Y ÁREA DE SERVICIOS",NO
X456,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN AL ALCOHOL, ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN",NO
X457,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN AL ALCOHOL, GRANJA",NO
X458,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN AL ALCOHOL, OTRO LUGAR ESPECIFICADO",NO
X459,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN AL ALCOHOL, LUGAR NO ESPECIFICADO",NO
X46,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A DISOLVENTES ORGÁNICOS E HIDROCARBUROS HALOGENADOS Y SUS VAPORES",NO
X460,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A DISOLVENTES ORGÁNICOS E HIDROCARBUROS HALOGENADOS Y SUS VAPORES, VIVIENDA",NO
X461,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A DISOLVENTES ORGÁNICOS E HIDROCARBUROS HALOGENADOS Y SUS VAPORES, INSTITUCIÓN RESIDENCIAL",NO
X462,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A DISOLVENTES ORGÁNICOS E HIDROCARBUROS HALOGENADOS Y SUS VAPORES, ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS",NO
X463,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A DISOLVENTES ORGÁNICOS E HIDROCARBUROS HALOGENADOS Y SUS VAPORES, ÁREAS DE DEPORTE Y ATLETISMO",NO
X464,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A DISOLVENTES ORGÁNICOS E HIDROCARBUROS HALOGENADOS Y SUS VAPORES, CALLES Y CARRETERAS",NO
X465,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A DISOLVENTES ORGÁNICOS E HIDROCARBUROS HALOGENADOS Y SUS VAPORES, COMERCIO Y ÁREA DE SERVICIOS",NO
X466,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A DISOLVENTES ORGÁNICOS E HIDROCARBUROS HALOGENADOS Y SUS VAPORES, ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN",NO
X467,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A DISOLVENTES ORGÁNICOS E HIDROCARBUROS HALOGENADOS Y SUS VAPORES, GRANJA",NO
X468,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A DISOLVENTES ORGÁNICOS E HIDROCARBUROS HALOGENADOS Y SUS VAPORES, OTRO LUGAR ESPECIFICADO",NO
X469,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A DISOLVENTES ORGÁNICOS E HIDROCARBUROS HALOGENADOS Y SUS VAPORES, LUGAR NO ESPECIFICADO",NO
X47,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A MONOXIDO DE CARBONO Y OTROS GASES Y VAPORES",NO
X470,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A MONOXIDO DE CARBONO DE COMBUSTIÓN DE ESCAPE DE MOTOR",NO
X471,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A MONOXIDO DE CARBONO POR GAS DOMÉSTICO",NO
X472,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A MONOXIDO DE CARBONO DE OTROS COMBUSTIBLES DOMÉSTICOS",NO
X473,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A MONOXIDO DE CARBONO DE OTRAS FUENTES",NO
X474,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A MONOXIDO DE CARBONO DE FUENTES INESPECÍFICAS",NO
X475,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A OTROS GASES Y VAPORES, COMERCIO Y ÁREA DE SERVICIOS",NO
X476,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A OTROS GASES Y VAPORES, ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN",NO
X477,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A OTROS GASES Y VAPORES, GRANJA",NO
X478,ENVENENAMIENTO ACCIDENTAL DE OTROS GASES Y VAPORES ESPECIFICADOS,NO
X479,ENVENENAMIENTO ACCIDENTAL POR GASES Y VAPORES SIN ESPECIFICAR,NO
X48,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A PLAGUICIDAS",NO
X480,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A PLAGUICIDAS, VIVIENDA",NO
X481,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A PLAGUICIDAS, INSTITUCIÓN RESIDENCIAL",NO
X482,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A PLAGUICIDAS, ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS",NO
X483,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A PLAGUICIDAS, ÁREAS DE DEPORTE Y ATLETISMO",NO
X484,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A PLAGUICIDAS, CALLES Y CARRETERAS",NO
X485,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A PLAGUICIDAS, COMERCIO Y ÁREA DE SERVICIOS",NO
X486,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A PLAGUICIDAS, ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN",NO
X487,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A PLAGUICIDAS, GRANJA",NO
X488,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A PLAGUICIDAS, OTRO LUGAR ESPECIFICADO",NO
X489,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A PLAGUICIDAS, LUGAR NO ESPECIFICADO",NO
X49,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A OTROS PRODUCTOS QUÍMICOS Y SUSTANCIAS NOCIVAS, Y LOS NO ESPECIFICADOS",NO
X490,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A OTROS PRODUCTOS QUÍMICOS Y SUSTANCIAS NOCIVAS, Y LOS NO ESPECIFICADOS, VIVIENDA",NO
X491,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A OTROS PRODUCTOS QUÍMICOS Y SUSTANCIAS NOCIVAS, Y LOS NO ESPECIFICADOS, INSTITUCIÓN RESIDENCIAL",NO
X492,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A OTROS PRODUCTOS QUÍMICOS Y SUSTANCIAS NOCIVAS, Y LOS NO ESPECIFICADOS, ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS",NO
X493,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A OTROS PRODUCTOS QUÍMICOS Y SUSTANCIAS NOCIVAS, Y LOS NO ESPECIFICADOS, ÁREAS DE DEPORTE Y ATLETISMO",NO
X494,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A OTROS PRODUCTOS QUÍMICOS Y SUSTANCIAS NOCIVAS, Y LOS NO ESPECIFICADOS, CALLES Y CARRETERAS",NO
X495,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A OTROS PRODUCTOS QUÍMICOS Y SUSTANCIAS NOCIVAS, Y LOS NO ESPECIFICADOS, COMERCIO Y ÁREA DE SERVICIOS",NO
X496,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A OTROS PRODUCTOS QUÍMICOS Y SUSTANCIAS NOCIVAS, Y LOS NO ESPECIFICADOS, ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN",NO
X497,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A OTROS PRODUCTOS QUÍMICOS Y SUSTANCIAS NOCIVAS, Y LOS NO ESPECIFICADOS, GRANJA",NO
X498,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A OTROS PRODUCTOS QUÍMICOS Y SUSTANCIAS NOCIVAS, Y LOS NO ESPECIFICADOS, OTRO LUGAR ESPECIFICADO",NO
X499,"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A OTROS PRODUCTOS QUÍMICOS Y SUSTANCIAS NOCIVAS, Y LOS NO ESPECIFICADOS, LUGAR NO ESPECIFICADO",NO
X50,EXCESO DE ESFUERZO Y MOVIMIENTOS EXTENUANTES Y REPETITIVOS,NO
X500,"EXCESO DE ESFUERZO Y MOVIMIENTOS EXTENUANTES Y REPETITIVOS, VIVIENDA",NO
X501,"EXCESO DE ESFUERZO Y MOVIMIENTOS EXTENUANTES Y REPETITIVOS, INSTITUCIÓN RESIDENCIAL",NO
X502,"EXCESO DE ESFUERZO Y MOVIMIENTOS EXTENUANTES Y REPETITIVOS, ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS",NO
X503,"EXCESO DE ESFUERZO Y MOVIMIENTOS EXTENUANTES Y REPETITIVOS, ÁREAS DE DEPORTE Y ATLETISMO",NO
X504,"EXCESO DE ESFUERZO Y MOVIMIENTOS EXTENUANTES Y REPETITIVOS, CALLES Y CARRETERAS",NO
X505,"EXCESO DE ESFUERZO Y MOVIMIENTOS EXTENUANTES Y REPETITIVOS, COMERCIO Y ÁREA DE SERVICIOS",NO
X506,"EXCESO DE ESFUERZO Y MOVIMIENTOS EXTENUANTES Y REPETITIVOS, ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN",NO
X507,"EXCESO DE ESFUERZO Y MOVIMIENTOS EXTENUANTES Y REPETITIVOS, GRANJA",NO
X508,"EXCESO DE ESFUERZO Y MOVIMIENTOS EXTENUANTES Y REPETITIVOS, OTRO LUGAR ESPECIFICADO",NO
X509,"EXCESO DE ESFUERZO Y MOVIMIENTOS EXTENUANTES Y REPETITIVOS, LUGAR NO ESPECIFICADO",NO
X51,VIAJES Y DESPLAZAMIENTOS,NO
X510,"VIAJES Y DESPLAZAMIENTOS, VIVIENDA",NO
X511,"VIAJES Y DESPLAZAMIENTOS, INSTITUCIÓN RESIDENCIAL",NO
X512,"VIAJES Y DESPLAZAMIENTOS, ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS",NO
X513,"VIAJES Y DESPLAZAMIENTOS, ÁREAS DE DEPORTE Y ATLETISMO",NO
X514,"VIAJES Y DESPLAZAMIENTOS, CALLES Y CARRETERAS",NO
X515,"VIAJES Y DESPLAZAMIENTOS, COMERCIO Y ÁREA DE SERVICIOS",NO
X516,"VIAJES Y DESPLAZAMIENTOS, ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN",NO
X517,"VIAJES Y DESPLAZAMIENTOS, GRANJA",NO
X518,"VIAJES Y DESPLAZAMIENTOS, OTRO LUGAR ESPECIFICADO",NO
X519,"VIAJES Y DESPLAZAMIENTOS, LUGAR NO ESPECIFICADO",NO
X52,PERMANENCIA PROLONGADA EN AMBIENTE SIN GRAVEDAD,NO
X520,"PERMANENCIA PROLONGADA EN AMBIENTE SIN GRAVEDAD, VIVIENDA",NO
X521,"PERMANENCIA PROLONGADA EN AMBIENTE SIN GRAVEDAD, INSTITUCIÓN RESIDENCIAL",NO
X522,"PERMANENCIA PROLONGADA EN AMBIENTE SIN GRAVEDAD, ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS",NO
X523,"PERMANENCIA PROLONGADA EN AMBIENTE SIN GRAVEDAD, ÁREAS DE DEPORTE Y ATLETISMO",NO
X524,"PERMANENCIA PROLONGADA EN AMBIENTE SIN GRAVEDAD, CALLES Y CARRETERAS",NO
X525,"PERMANENCIA PROLONGADA EN AMBIENTE SIN GRAVEDAD, COMERCIO Y ÁREA DE SERVICIOS",NO
X526,"PERMANENCIA PROLONGADA EN AMBIENTE SIN GRAVEDAD, ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN",NO
X527,"PERMANENCIA PROLONGADA EN AMBIENTE SIN GRAVEDAD, GRANJA",NO
X528,"PERMANENCIA PROLONGADA EN AMBIENTE SIN GRAVEDAD, OTRO LUGAR ESPECIFICADO",NO
X529,"PERMANENCIA PROLONGADA EN AMBIENTE SIN GRAVEDAD, LUGAR NO ESPECIFICADO",NO
X53,PRIVACIÓN DE ALIMENTOS,NO
X530,"PRIVACIÓN DE ALIMENTOS, VIVIENDA",NO
X531,"PRIVACIÓN DE ALIMENTOS, INSTITUCIÓN RESIDENCIAL",NO
X532,"PRIVACIÓN DE ALIMENTOS, ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS",NO
X533,"PRIVACIÓN DE ALIMENTOS, ÁREAS DE DEPORTE Y ATLETISMO",NO
X534,"PRIVACIÓN DE ALIMENTOS, CALLES Y CARRETERAS",NO
X535,"PRIVACIÓN DE ALIMENTOS, COMERCIO Y ÁREA DE SERVICIOS",NO
X536,"PRIVACIÓN DE ALIMENTOS, ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN",NO
X537,"PRIVACIÓN DE ALIMENTOS, GRANJA",NO
X538,"PRIVACIÓN DE ALIMENTOS, OTRO LUGAR ESPECIFICADO",NO
X539,"PRIVACIÓN DE ALIMENTOS, LUGAR NO ESPECIFICADO",NO
X54,PRIVACIÓN DE AGUA,NO
X540,"PRIVACIÓN DE AGUA, VIVIENDA",NO
X541,"PRIVACIÓN DE AGUA, INSTITUCIÓN RESIDENCIAL",NO
X542,"PRIVACIÓN DE AGUA, ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS",NO
X543,"PRIVACIÓN DE AGUA, ÁREAS DE DEPORTE Y ATLETISMO",NO
X544,"PRIVACIÓN DE AGUA, CALLES Y CARRETERAS",NO
X545,"PRIVACIÓN DE AGUA, COMERCIO Y ÁREA DE SERVICIOS",NO
X546,"PRIVACIÓN DE AGUA, ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN",NO
X547,"PRIVACIÓN DE AGUA, GRANJA",NO
X548,"PRIVACIÓN DE AGUA, OTRO LUGAR ESPECIFICADO",NO
X549,"PRIVACIÓN DE AGUA, LUGAR NO ESPECIFICADO",NO
X57,PRIVACIÓN NO ESPECIFICADA,NO
X570,"PRIVACIÓN NO ESPECIFICADA, VIVIENDA",NO
X571,"PRIVACIÓN NO ESPECIFICADA, INSTITUCIÓN RESIDENCIAL",NO
X572,"PRIVACIÓN NO ESPECIFICADA, ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS",NO
X573,"PRIVACIÓN NO ESPECIFICADA, ÁREAS DE DEPORTE Y ATLETISMO",NO
X574,"PRIVACIÓN NO ESPECIFICADA, CALLES Y CARRETERAS",NO
X575,"PRIVACIÓN NO ESPECIFICADA, COMERCIO Y ÁREA DE SERVICIOS",NO
X576,"PRIVACIÓN NO ESPECIFICADA, ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN",NO
X577,"PRIVACIÓN NO ESPECIFICADA, GRANJA",NO
X578,"PRIVACIÓN NO ESPECIFICADA, OTRO LUGAR ESPECIFICADO",NO
X579,"PRIVACIÓN NO ESPECIFICADA, LUGAR NO ESPECIFICADO",NO
X58,EXPOSICIÓN A OTROS FACTORES ESPECIFICADOS,NO
X580,"EXPOSICIÓN A OTROS FACTORES ESPECIFICADOS, VIVIENDA",NO
X581,"EXPOSICIÓN A OTROS FACTORES ESPECIFICADOS, INSTITUCIÓN RESIDENCIAL",NO
X582,"EXPOSICIÓN A OTROS FACTORES ESPECIFICADOS, ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS",NO
X583,"EXPOSICIÓN A OTROS FACTORES ESPECIFICADOS, ÁREAS DE DEPORTE Y ATLETISMO",NO
X584,"EXPOSICIÓN A OTROS FACTORES ESPECIFICADOS, CALLES Y CARRETERAS",NO
X585,"EXPOSICIÓN A OTROS FACTORES ESPECIFICADOS, COMERCIO Y ÁREA DE SERVICIOS",NO
X586,"EXPOSICIÓN A OTROS FACTORES ESPECIFICADOS, ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN",NO
X587,"EXPOSICIÓN A OTROS FACTORES ESPECIFICADOS, GRANJA",NO
X588,"EXPOSICIÓN A OTROS FACTORES ESPECIFICADOS, OTRO LUGAR ESPECIFICADO",NO
X589,"EXPOSICIÓN A OTROS FACTORES ESPECIFICADOS, LUGAR NO ESPECIFICADO",NO
X59,EXPOSICIÓN A FACTORES NO ESPECIFICADOS,NO
X590,"EXPOSICIÓN A FACTORES NO ESPECIFICADOS, QUE CAUSAN FRACTURA",NO
X591,"EXPOSICIÓN A FACTORES NO ESPECIFICADOS, INSTITUCIÓN RESIDENCIAL",NO
X592,"EXPOSICIÓN A FACTORES NO ESPECIFICADOS, ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS",NO
X593,"EXPOSICIÓN A FACTORES NO ESPECIFICADOS, ÁREAS DE DEPORTE Y ATLETISMO",NO
X594,"EXPOSICIÓN A FACTORES NO ESPECIFICADOS, CALLES Y CARRETERAS",NO
X595,"EXPOSICIÓN A FACTORES NO ESPECIFICADOS, COMERCIO Y ÁREA DE SERVICIOS",NO
X596,"EXPOSICIÓN A FACTORES NO ESPECIFICADOS, ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN",NO
X597,"EXPOSICIÓN A FACTORES NO ESPECIFICADOS, GRANJA",NO
